kW,HP,FLC_Star,FLC_Delta,MPCB_Schneider_Model,MPCB_Schneider_Range,MPCB_Schneider_Next_Model,MPCB_Schneider_Next_Range,MPCB_ABB_Model,MPCB_ABB_Range,Contactor_ABB,Contactor_ABB_Amp,Contactor_Siemens,Contactor_Siemens_Amp,Contactor_L&T,Contactor_L&T_Amp,Cable_Al,Cable_Cu,Cable_Gland,Bearing_ABB_DE,Bearing_ABB_NDE,Bearing_Siemens_DE,Bearing_Siemens_NDE
294.52,394.95,530.14,918.2,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
294.89,395.45,530.8,919.35,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
295.26,395.94,531.47,920.51,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
295.63,396.44,532.13,921.65,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
296.0,396.94,532.8,922.81,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
296.37,397.43,533.47,923.97,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
296.74,397.93,534.13,925.11,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
297.11,398.42,534.8,926.27,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
297.48,398.92,535.46,927.42,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
297.85,399.42,536.13,928.58,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
298.22,399.91,536.8,929.74,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
298.59,400.41,537.46,930.88,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
298.96,400.91,538.13,932.04,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
299.33,401.4,538.79,933.18,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
299.7,401.9,539.46,934.34,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
300.07,402.39,540.13,935.51,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
